GeneID,Symbol,Description,dirsign,BCC count,BCC proportion,SCC count,SCC proportion,Proportion_Test Rank,HG_Test Rank,StudentT Rank,Minimal Rank
51162,EGFL7,EGF like domain multiple 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19402.0,8415.0
406913,MIR126,microRNA 126,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
10555,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13635.0,8415.0
138311,DIPK1B,divergent protein kinase domain 1B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2023.0,2023.0
84973,SNHG7,small nucleolar RNA host gene 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15381.0,8415.0
677824,SNORA17B,"small nucleolar RNA, H/ACA box 17B",UP,13.0,0.52,2.0,0.2,2434.0,2410.0,16964.0,2410.0
677804,SNORA17A,"small nucleolar RNA, H/ACA box 17A",UP,23.0,0.92,8.0,0.8,4808.0,4879.0,22369.0,4808.0
414332,LCN10,lipocalin 10,DOWN,19.0,0.76,8.0,0.8,7813.0,7057.0,22441.0,7057.0
158062,LCN6,lipocalin 6,UP,15.0,0.6,4.0,0.4,4763.0,3725.0,16692.0,3725.0
102465431,MIR6722,microRNA 6722,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
138307,LCN8,lipocalin 8,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
389812,LCN15,lipocalin 15,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
85014,TMEM141,transmembrane protein 141,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21912.0,8415.0
84960,CCDC183,coiled-coil domain containing 183,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16284.0,8415.0
100131193,CCDC183-AS1,CCDC183 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19067.0,8415.0
55684,RABL6,"RAB, member RAS oncogene family like 6",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22340.0,8415.0
100422860,MIR4292,microRNA 4292,UP,11.0,0.44,3.0,0.3,5680.0,5329.0,16190.0,5329.0
389813,AJM1,apical junction component 1 homolog,DOWN,11.0,0.44,6.0,0.6,5662.0,4835.0,21514.0,4835.0
29085,PHPT1,phosphohistidine phosphatase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7311.0,7311.0
158056,MAMDC4,MAM domain containing 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7758.0,7758.0
8721,EDF1,endothelial differentiation related factor 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21420.0,8415.0
7186,TRAF2,TNF receptor associated factor 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20553.0,8415.0
100616480,MIR4479,microRNA 4479,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
54461,FBXW5,F-box and WD repeat domain containing 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9554.0,8415.0
733,C8G,complement C8 gamma chain,UP,23.0,0.92,9.0,0.9,7952.0,7419.0,21939.0,7419.0
286256,LCN12,lipocalin 12,UP,25.0,1.0,5.0,0.5,292.0,366.0,5154.0,292.0
5730,PTGDS,prostaglandin D2 synthase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2853.0,2853.0
401562,LCNL1,lipocalin like 1,UP,16.0,0.64,5.0,0.5,5680.0,5102.0,15590.0,5102.0
286257,PAXX,PAXX non-homologous end joining factor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13744.0,8415.0
9022,CLIC3,chloride intracellular channel 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15569.0,8415.0
20,ABCA2,ATP binding cassette subfamily A member 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11782.0,8415.0
2529,FUT7,fucosyltransferase 7,UP,23.0,0.92,8.0,0.8,4808.0,4879.0,21757.0,4808.0
56654,NPDC1,"neural proliferation, differentiation and control 1",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9252.0,8415.0
954,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10910.0,8415.0
89958,SAPCD2,suppressor APC domain containing 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17290.0,8415.0
91373,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13853.0,8415.0
100289341,MAN1B1-DT,MAN1B1 divergent transcript,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,23063.0,8415.0
11253,MAN1B1,mannosidase alpha class 1B member 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17717.0,8415.0
29952,DPP7,dipeptidyl peptidase 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20939.0,8415.0
2902,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,10895.0,2891.0
389816,LRRC26,leucine rich repeat containing 26,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
100500811,MIR3621,microRNA 3621,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100505993,TMEM210,transmembrane protein 210,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
29882,ANAPC2,anaphase promoting complex subunit 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17828.0,8415.0
8636,SSNA1,SS nuclear autoantigen 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12278.0,8415.0
286262,TPRN,taperin,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14484.0,8415.0
94107,TMEM203,transmembrane protein 203,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13472.0,8415.0
27158,NDOR1,NADPH dependent diflavin oxidoreductase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21719.0,8415.0
727800,RNF208,ring finger protein 208,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13501.0,8415.0
375791,CYSRT1,cysteine rich tail 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15370.0,8415.0
643596,RNF224,ring finger protein 224,DOWN,12.0,0.48,7.0,0.7,4446.0,3449.0,16526.0,3449.0
142680,SLC34A3,solute carrier family 34 member 3,DOWN,12.0,0.48,7.0,0.7,4446.0,3449.0,19032.0,3449.0
10383,TUBB4B,tubulin beta 4B class IVb,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14158.0,8415.0
401565,FAM166A,family with sequence similarity 166 member A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16215.0,8415.0
100129722,STPG3-AS1,STPG3 antisense RNA 1,DOWN,15.0,0.6,8.0,0.8,4730.0,3529.0,16598.0,3529.0
441476,STPG3,sperm-tail PG-rich repeat containing 3,DOWN,13.0,0.52,8.0,0.8,3533.0,2620.0,17479.0,2620.0
25920,NELFB,negative elongation factor complex member B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11820.0,8415.0
54863,TOR4A,torsin family 4 member A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3900.0,3900.0
441478,NRARP,NOTCH regulated ankyrin repeat protein,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19267.0,8415.0
54932,EXD3,exonuclease 3'-5' domain containing 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15901.0,8415.0
10811,NOXA1,NADPH oxidase activator 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15391.0,8415.0
377841,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8,UP,17.0,0.68,5.0,0.5,4926.0,3834.0,19387.0,3834.0
26012,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5580.0,5580.0
102466223,MIR7114,microRNA 7114,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
375775,PNPLA7,patatin like phospholipase domain containing 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1506.0,1506.0
64975,MRPL41,mitochondrial ribosomal protein L41,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19098.0,8415.0
92715,DPH7,diphthamide biosynthesis 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4773.0,4773.0
116225,ZMYND19,zinc finger MYND-type containing 19,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17507.0,8415.0
92714,ARRDC1,arrestin domain containing 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14377.0,8415.0
85026,ARRDC1-AS1,ARRDC1 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21000.0,8415.0
79813,EHMT1,euchromatic histone lysine methyltransferase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5882.0,5882.0
693187,MIR602,microRNA 602,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
774,CACNA1B,calcium voltage-gated channel subunit alpha1 B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8977.0,8415.0
105376331,CACNA1B-AS1,CACNA1B antisense RNA 1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
643224,TUBBP5,tubulin beta pseudogene 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3426.0,3426.0
100132403,FAM157B,family with sequence similarity 157 member B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7575.0,7575.0
347688,TUBB8,tubulin beta 8 class VIII,UP,25.0,1.0,3.0,0.3,77.0,109.0,507.0,77.0
10771,ZMYND11,zinc finger MYND-type containing 11,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,827.0,827.0
22982,DIP2C,disco interacting protein 2 homolog C,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1798.0,1798.0
100847086,MIR5699,microRNA 5699,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
414235,DIP2C-AS1,DIP2C antisense RNA 1,UP,21.0,0.84,3.0,0.3,701.0,651.0,9744.0,651.0
23185,LARP4B,La ribonucleoprotein 4B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13329.0,8415.0
101927762,LARP4B-DT,LARP4B divergent transcript,UP,5.0,0.2,1.0,0.1,5797.0,5607.0,18711.0,5607.0
23560,GTPBP4,GTP binding protein 4,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21206.0,8415.0
91734,IDI2,isopentenyl-diphosphate delta isomerase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8172.0,8172.0
55853,IDI2-AS1,IDI2 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16467.0,8415.0
3422,IDI1,isopentenyl-diphosphate delta isomerase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21894.0,8415.0
22884,WDR37,WD repeat domain 37,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7260.0,7260.0
105,ADARB2,adenosine deaminase RNA specific B2 (inactive),UP,25.0,1.0,9.0,0.9,2891.0,4101.0,19359.0,2891.0
642394,ADARB2-AS1,ADARB2 antisense RNA 1,UP,16.0,0.64,1.0,0.1,827.0,823.0,12821.0,823.0
102465944,MIR6072,microRNA 6072,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
101927824,PFKP-DT,PFKP divergent transcript,UP,19.0,0.76,3.0,0.3,1255.0,1099.0,11190.0,1099.0
5214,PFKP,"phosphofructokinase, platelet",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,21947.0,8415.0
106633806,SNORD142,"small nucleolar RNA, C/D box 142",UP,12.0,0.48,4.0,0.4,7565.0,5870.0,20605.0,5870.0
10531,PITRM1,pitrilysin metallopeptidase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20732.0,8415.0
100507034,PITRM1-AS1,PITRM1 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17524.0,8415.0
1316,KLF6,KLF transcription factor 6,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9622.0,8415.0
102464829,MIR6078,microRNA 6078,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100216001,MANCR,mitotically associated long non coding RNA,DOWN,7.0,0.28,9.0,0.9,562.0,468.0,2584.0,468.0
83592,AKR1E2,aldo-keto reductase family 1 member E2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17771.0,8415.0
389932,AKR1C6P,"aldo-keto reductase family 1 member C6, pseudogene",UP,4.0,0.16,0.0,0.0,4034.0,3599.0,16314.0,3599.0
1645,AKR1C1,aldo-keto reductase family 1 member C1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5672.0,5672.0
1646,AKR1C2,aldo-keto reductase family 1 member C2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5126.0,5126.0
8644,AKR1C3,aldo-keto reductase family 1 member C3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12076.0,8415.0
340811,AKR1C8,aldo-keto reductase family 1 member C8,DOWN,1.0,0.04,2.0,0.2,3533.0,3295.0,14492.0,3295.0
1109,AKR1C4,aldo-keto reductase family 1 member C4,DOWN,5.0,0.2,4.0,0.4,4405.0,3377.0,13888.0,3377.0
114131,UCN3,urocortin 3,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
79861,TUBAL3,tubulin alpha like 3,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,7934.0,2891.0
10276,NET1,neuroepithelial cell transforming 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14209.0,8415.0
51806,CALML5,calmodulin like 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,22574.0,8415.0
100132159,CALML3-AS1,CALML3 antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13194.0,8415.0
810,CALML3,calmodulin like 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,12929.0,8415.0
105376382,LASTR,lncRNA associated with SART3 regulation of splicing,DOWN,8.0,0.32,9.0,0.9,733.0,552.0,3252.0,552.0
79754,ASB13,ankyrin repeat and SOCS box containing 13,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,19203.0,8415.0
54906,TASOR2,transcription activation suppressor family member 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5892.0,5892.0
2665,GDI2,GDP dissociation inhibitor 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16231.0,8415.0
100189342,TRV-TAC3-1,tRNA-Val (anticodon TAC) 3-1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
54522,ANKRD16,ankyrin repeat domain 16,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2173.0,2173.0
84893,FBH1,F-box DNA helicase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1961.0,1961.0
3601,IL15RA,interleukin 15 receptor subunit alpha,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13089.0,8415.0
3559,IL2RA,interleukin 2 receptor subunit alpha,DOWN,24.0,0.96,10.0,1.0,6236.0,7696.0,18111.0,6236.0
84991,RBM17,RNA binding motif protein 17,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2385.0,2385.0
5209,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10135.0,8415.0
100422989,MIR3155A,microRNA 3155a,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100628560,MIR3155B,microRNA 3155b,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
5588,PRKCQ,protein kinase C theta,DOWN,24.0,0.96,10.0,1.0,6236.0,7696.0,8347.0,6236.0
439949,PRKCQ-AS1,PRKCQ antisense RNA 1,DOWN,22.0,0.88,10.0,1.0,4683.0,5128.0,6483.0,4683.0
108570035,LINP1,lncRNA in non-homologous end joining pathway 1,DOWN,10.0,0.4,9.0,0.9,1186.0,947.0,2620.0,947.0
57713,SFMBT2,Scm like with four mbt domains 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20999.0,8415.0
106635547,SNORD129,"small nucleolar RNA, C/D box 129",DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
80760,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,10741.0,8415.0
3698,ITIH2,inter-alpha-trypsin inhibitor heavy chain 2,UP,20.0,0.8,6.0,0.6,4374.0,3396.0,15968.0,3396.0
22944,KIN,Kin17 DNA and RNA binding protein,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4328.0,4328.0
509,ATP5F1C,ATP synthase F1 subunit gamma,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,8161.0,8161.0
83860,TAF3,TATA-box binding protein associated factor 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3300.0,3300.0
2625,GATA3,GATA binding protein 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1563.0,1563.0
399717,GATA3-AS1,GATA3 antisense RNA 1,UP,25.0,1.0,6.0,0.6,486.0,743.0,4742.0,486.0
101928322,CELF2-DT,CELF2 divergent transript,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
10659,CELF2,CUGBP Elav-like family member 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,100.0,100.0
207107,SFTA1P,"surfactant associated 1, lncRNA",UP,23.0,0.92,5.0,0.5,1077.0,995.0,11677.0,995.0
439950,CELF2-AS2,CELF2 antisense RNA 2,UP,1.0,0.04,0.0,0.0,6520.0,7696.0,19787.0,6520.0
414196,CELF2-AS1,CELF2 antisense RNA 1,UP,23.0,0.92,2.0,0.2,148.0,157.0,5184.0,148.0
9712,USP6NL,USP6 N-terminal like,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7789.0,7789.0
107984208,USP6NL-AS1,USP6NL antisense RNA 1,UP,11.0,0.44,3.0,0.3,5680.0,5329.0,21864.0,5329.0
79746,ECHDC3,enoyl-CoA hydratase domain containing 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7497.0,7497.0
254427,PROSER2,proline and serine rich 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6943.0,6943.0
219731,PROSER2-AS1,PROSER2 antisense RNA 1,UP,24.0,0.96,9.0,0.9,6085.0,6124.0,21175.0,6085.0
26019,UPF2,UPF2 regulator of nonsense mediated mRNA decay,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3111.0,3111.0
55526,DHTKD1,dehydrogenase E1 and transketolase domain containing 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5340.0,5340.0
55176,SEC61A2,SEC61 translocon subunit alpha 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2467.0,2467.0
100616488,MIR548AK,microRNA 548ak,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
11164,NUDT5,nudix hydrolase 5,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,13730.0,8415.0
8872,CDC123,cell division cycle 123,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6981.0,6981.0
57118,CAMK1D,calcium/calmodulin dependent protein kinase ID,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3799.0,3799.0
100616151,MIR4480,microRNA 4480,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100616320,MIR4481,microRNA 4481,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100313841,MIR548Q,microRNA 548q,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
83643,CCDC3,coiled-coil domain containing 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9561.0,8415.0
10133,OPTN,optineurin,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14134.0,8415.0
55388,MCM10,minichromosome maintenance 10 replication initiation factor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,15341.0,8415.0
221044,UCMA,upper zone of growth plate and cartilage matrix associated,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
5264,PHYH,phytanoyl-CoA 2-hydroxylase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3856.0,3856.0
22929,SEPHS1,selenophosphate synthetase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1513.0,1513.0
222389,BEND7,BEN domain containing 7,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1181.0,1181.0
105376421,BEND7-DT,BEND7 divergent transcript,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
8559,PRPF18,pre-mRNA processing factor 18,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,447.0,447.0
55691,FRMD4A,FERM domain containing 4A,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1431.0,1431.0
100422843,MIR4293,microRNA 4293,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
100302116,MIR1265,microRNA 1265,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
83641,FAM107B,family with sequence similarity 107 member B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4676.0,4676.0
441549,CDNF,cerebral dopamine neurotrophic factor,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,7905.0,2891.0
51182,HSPA14,heat shock protein family A (Hsp70) member 14,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,6817.0,6817.0
79723,SUV39H2,SUV39H2 histone lysine methyltransferase,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5137.0,5137.0
64421,DCLRE1C,DNA cross-link repair 1C,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,7815.0,7815.0
644890,MEIG1,meiosis/spermiogenesis associated 1,UP,24.0,0.96,8.0,0.8,3793.0,3177.0,5574.0,3177.0
108949267,ACBD7-DCLRE1CP1,ACBD7-DCLRE1CP1 readthrough,UP,14.0,0.56,0.0,0.0,758.0,536.0,10080.0,536.0
105376432,DCLRE1CP1,DNA cross-link repair 1C pseudogene 1,UP,4.0,0.16,0.0,0.0,4034.0,3599.0,16421.0,3599.0
55301,OLAH,oleoyl-ACP hydrolase,UP,18.0,0.72,7.0,0.7,8284.0,7163.0,21701.0,7163.0
414149,ACBD7,acyl-CoA binding domain containing 7,UP,25.0,1.0,9.0,0.9,2891.0,4101.0,1613.0,1613.0
221060,RPP38-DT,RPP38 divergent transcript,UP,22.0,0.88,7.0,0.7,4269.0,3462.0,15805.0,3462.0
10557,RPP38,ribonuclease P/MRP subunit p38,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,3941.0,3941.0
9397,NMT2,N-myristoyltransferase 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4364.0,4364.0
100192204,PPIAP30,peptidylprolyl isomerase A pseudogene 30,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
221061,FAM171A1,family with sequence similarity 171 member A1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9551.0,8415.0
8516,ITGA8,integrin subunit alpha 8,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17417.0,8415.0
80013,MINDY3,MINDY lysine 48 deubiquitinase 3,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2539.0,2539.0
9317,PTER,phosphotriesterase related,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,9002.0,8415.0
389941,C1QL3,complement C1q like 3,UP,20.0,0.8,6.0,0.6,4374.0,3396.0,16667.0,3396.0
6251,RSU1,Ras suppressor protein 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11009.0,8415.0
8029,CUBN,cubilin,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4586.0,4586.0
1787,TRDMT1,tRNA aspartic acid methyltransferase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1690.0,1690.0
100507347,VIM-AS1,VIM antisense RNA 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4156.0,4156.0
7431,VIM,vimentin,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,2676.0,2676.0
338596,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",UP,25.0,1.0,9.0,0.9,2891.0,4101.0,9446.0,2891.0
100128098,ST8SIA6-AS1,ST8SIA6 antisense RNA 1,UP,8.0,0.32,2.0,0.2,5755.0,5414.0,22400.0,5414.0
9200,HACD1,3-hydroxyacyl-CoA dehydratase 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,11876.0,8415.0
102723166,STAM-DT,STAM divergent transcript,DOWN,20.0,0.8,8.0,0.8,8415.0,7673.0,21060.0,7673.0
8027,STAM,signal transducing adaptor molecule,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,16974.0,8415.0
653567,TMEM236,transmembrane protein 236,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,14407.0,8415.0
4360,MRC1,mannose receptor C-type 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17391.0,8415.0
574445,MIR511,microRNA 511,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
221074,SLC39A12,solute carrier family 39 member 12,UP,4.0,0.16,1.0,0.1,7453.0,6840.0,20875.0,6840.0
100129213,SLC39A12-AS1,SLC39A12 antisense RNA 1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
783,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5047.0,5047.0
221078,NSUN6,NOP2/Sun RNA methyltransferase 6,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,5296.0,5296.0
221079,ARL5B,ADP ribosylation factor like GTPase 5B,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4761.0,4761.0
340895,MALRD1,MAM and LDL receptor class A domain containing 1,UP,25.0,1.0,4.0,0.4,156.0,211.0,441.0,156.0
84898,PLXDC2,plexin domain containing 2,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4511.0,4511.0
100616383,MIR4675,microRNA 4675,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
10529,NEBL,nebulette,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20606.0,8415.0
100128511,NEBL-AS1,NEBL antisense RNA 1,UP,8.0,0.32,3.0,0.3,8331.0,7210.0,21851.0,7210.0
399726,MIR1915HG,MIR1915 host gene,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,17692.0,8415.0
100302129,MIR1915,microRNA 1915,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
387640,SKIDA1,SKI/DACH domain containing 1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,4843.0,4843.0
8028,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,1034.0,1034.0
64215,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1,DOWN,25.0,1.0,10.0,1.0,8415.0,8520.0,20502.0,8415.0
340900,EBLN1,endogenous Bornavirus like nucleoprotein 1,DOWN,0.0,0.0,0.0,0.0,8415.0,8520.0,,8415.0
